data,valor
2026-04-27,0
2026-04-28,0
2026-04-29,0
2026-04-30,0
2026-05-01,0
2026-05-02,0
2026-05-03,0
2026-05-04,3571
2026-05-05,1141
2026-05-06,1394
2026-05-07,343
2026-05-08,345
2026-05-09,90
2026-05-10,30
2026-05-11,421
2026-05-12,40
2026-05-13,185
2026-05-14,6
2026-05-15,106
2026-05-16,12
2026-05-17,15
2026-05-18,30
2026-05-19,3
2026-05-20,89
2026-05-21,8
2026-05-22,278
2026-05-23,99
2026-05-24,13
