data,valor
2026-04-27,0
2026-04-28,0
2026-04-29,0
2026-04-30,0
2026-05-01,0
2026-05-02,0
2026-05-03,0
2026-05-04,269
2026-05-05,66
2026-05-06,96
2026-05-07,27
2026-05-08,11
2026-05-09,5
2026-05-10,2
2026-05-11,22
2026-05-12,3
2026-05-13,4
2026-05-14,0
2026-05-15,4
2026-05-16,0
2026-05-17,1
2026-05-18,0
2026-05-19,2
2026-05-20,7
2026-05-21,3
2026-05-22,19
2026-05-23,1
2026-05-24,3
